201073514,16016688,04/05/2016 10:07:48 PM,0521,BURG NO FORCE - RES/NIGHT,SILVER SPRING,14100  CASTLE BLVD,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,I,3I2,380,01/06/2016 05:00:00 PM,04/05/2016 08:02:00 PM,39.086029307087742,-76.940284025094826,3D,"(39.086029307087742, -76.940284025094826)",14100
201073496,16016678,04/05/2016 08:53:35 PM,0635,LARCENY AUTO PART UNDER $50,BETHESDA,10400  OLD GEORGETOWN RD,BETHESDA,MD,,MCPD,Parking Lot - Commercial,E,2E3,197,04/05/2016 08:15:00 AM,04/05/2016 08:45:00 PM,39.024894757131648,-77.125321413900451,2D,"(39.024894757131648, -77.125321413900451)",10400
201073482,16016662,04/05/2016 07:32:07 PM,2942,MENTAL TRANSPORT,WHEATON,11100  GEORGIA AVE,SILVER SPRING,MD,,MCPD,Residence - Apartment/Condo,L,4L2,352,04/05/2016 07:32:00 PM,04/05/2016 12:00:00 AM,39.036221618488263,-77.049884257825269,4D,"(39.036221618488263, -77.049884257825269)",11100
201073487,16016664,04/05/2016 07:24:22 PM,1011,FORGERY/CNTRFT-CRDT CARDS,WHEATON,2300  RANDOLPH RD,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,L,4L1,366,04/05/2016 07:24:00 PM,,39.063149357666099,-76.964721543887364,4D,"(39.063149357666099, -76.964721543887364)",2300
201073481,16016656,04/05/2016 06:47:01 PM,2741,HARASSMENT/STALKING,BETHESDA,7100  DEMOCRACY BLVD,BETHESDA,MD,20817,MCPD,Retail - Mall,E,2E3,204,04/05/2016 05:09:00 PM,04/05/2016 05:23:00 PM,39.02197521120231,-77.14664245887181,2D,"(39.02197521120231, -77.14664245887181)",7100
201073469,16016654,04/05/2016 06:24:39 PM,1427,VANDALISM GRAFFITI OTHER,ROCKVILLE,13200  ATLANTIC AVE,ROCKVILLE,MD,,RCPD,Wooded Area,A,1A2,522,04/05/2016 12:00:00 PM,04/05/2016 06:28:00 PM,39.073548626530744,-77.115714724003269,1D,"(39.073548626530744, -77.115714724003269)",13200
201073478,16016645,04/05/2016 06:12:12 PM,0617,LARCENY FROM BUILDING OVER $200,ROCKVILLE,100  MONROE ST,ROCKVILLE,MD,20850,RCPD,Residence - Apartment/Condo,A,1A3,276,04/05/2016 06:00:00 PM,04/05/2016 06:05:00 PM,39.082825171882639,-77.148959550922299,1D,"(39.082825171882639, -77.148959550922299)",100
201073506,16016667,04/05/2016 06:11:57 PM,1712,SEX  OFFENSE- INDECENT EXPOSURE,GERMANTOWN,22800  WHELAN LN,BOYDS,MD,,MCPD,Jail/Prison,N,5N3,597,03/20/2016 01:30:00 AM,,39.229883338058968,-77.288154482751892,5D,"(39.229883338058968, -77.288154482751892)",22800
201073476,16016635,04/05/2016 05:28:56 PM,0627,LARCENY FROM BUILDING $50-$199,GERMANTOWN,19700  GERMANTOWN RD,GERMANTOWN,MD,20874,MCPD,Retail - Other,N,5N1,702,04/05/2016 05:28:00 PM,,39.178832541565839,-77.26734862859125,5D,"(39.178832541565839, -77.26734862859125)",19700
201073455,16016625,04/05/2016 04:31:56 PM,2913,SUDDEN DEATH NATURAL,ROCKVILLE,20100  BEALLSVILLE RD,BEALLSVILLE,MD,20839,MCPD,Residence - Apartment/Condo,B,1B3,572,04/04/2016 07:00:00 PM,04/05/2016 04:30:00 PM,39.185532153537473,-77.405424365937719,1D,"(39.185532153537473, -77.405424365937719)",20100
201073489,16016616,04/05/2016 04:30:15 PM,1834,CDS-POSS MARIJUANA/HASHISH,BETHESDA,1800  N270 SPUR DEM TO 270 HWY,ROCKVILLE,MD,,MCPD,Street - In vehicle,E,2E2,664,04/05/2016 04:30:00 PM,,39.033208570988933,-77.142203930726296,2D,"(39.033208570988933, -77.142203930726296)",1800
201073435,16016612,04/05/2016 04:18:16 PM,1012,FORGERY/CNTRFT-CHECKS,ROCKVILLE,19200  HEMPSTONE AVE,POOLESVILLE,MD,20837,MCPD,Residence - Single Family,B,1B3,462,03/23/2016 12:00:00 PM,04/02/2016 12:00:00 PM,39.138564834291074,-77.401617627440018,1D,"(39.138564834291074, -77.401617627440018)",19200
201073436,16016618,04/05/2016 04:17:42 PM,0617,LARCENY FROM BUILDING OVER $200,GERMANTOWN,19800  OBSERVATION DR,GERMANTOWN,MD,20876,MCPD,Hospital/Emergency Care Center,M,5M1,468,01/20/2016 01:00:00 PM,01/21/2016 08:00:00 PM,39.180605724990393,-77.2439273596177,5D,"(39.180605724990393, -77.2439273596177)",19800
201073440,16016613,04/05/2016 04:07:37 PM,0623,LARCENY SHOPLIFTING $50 - $199,MONTGOMERY VILLAGE,700  RUSSELL AVE,GAITHERSBURG,MD,20877,MCPD,Retail - Department/Discount Store,R,6R1,548,04/05/2016 04:00:00 PM,04/05/2016 04:07:00 PM,39.150676738601661,-77.20405895316722,6D,"(39.150676738601661, -77.20405895316722)",700
201073431,16016609,04/05/2016 04:04:54 PM,2941,LOST PROPERTY,SILVER SPRING,1100  DOWNS DR,SILVER SPRING,MD,20904,MCPD,Residence - Single Family,I,3I1,519,04/05/2016 04:00:00 PM,,39.059687552330359,-76.98867003431188,3D,"(39.059687552330359, -76.98867003431188)",1100
201073428,16016607,04/05/2016 03:45:08 PM,2941,LOST PROPERTY,WHEATON,2400  REEDIE DR,SILVER SPRING,MD,20902,MCPD,Commercial - Office Building,L,4L2,324,03/30/2016 03:45:00 PM,,39.038661879372128,-77.050911551074421,4D,"(39.038661879372128, -77.050911551074421)",2400
201073447,16016608,04/05/2016 03:37:40 PM,0335,ROB OTHER WEAPON - RES,WHEATON,3100  WHISPERING PINES DR,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,K,4K1,348,04/05/2016 03:37:00 PM,,39.087714705650335,-77.063294604275015,4D,"(39.087714705650335, -77.063294604275015)",3100
201073433,16016610,04/05/2016 03:33:00 PM,2938,POL INFORMATION,SILVER SPRING,3600  ALPEN GREEN WAY,BURTONSVILLE,MD,20866,MCPD,Residence - Single Family,I,3I2,381,04/05/2016 03:33:00 PM,,39.098700676726807,-76.934659281942771,3D,"(39.098700676726807, -76.934659281942771)",3600
201073444,16016600,04/05/2016 03:21:30 PM,2941,LOST PROPERTY,MONTGOMERY VILLAGE,18200  CONTOUR RD,GAITHERSBURG,MD,20877,MCPD,Retail - Department/Discount Store,R,6R1,505,04/04/2016 07:50:00 PM,04/04/2016 08:30:00 PM,39.154257189632894,-77.196746751449879,6D,"(39.154257189632894, -77.196746751449879)",18200
201073429,16016587,04/05/2016 01:42:59 PM,1412,VANDALISM-MOTOR VEHICLE,GERMANTOWN,19800  CENTURY BLVD,GERMANTOWN,MD,20874,MCPD,Parking Lot - County,N,5N1,702,04/05/2016 11:30:00 AM,04/05/2016 01:30:00 PM,39.180243602851867,-77.268498109065391,5D,"(39.180243602851867, -77.268498109065391)",19800
201073450,16016606,04/05/2016 01:41:43 PM,2941,LOST PROPERTY,BETHESDA,10400  AUTO PARK AVE,BETHESDA,MD,20817,MCPD,Street - Commercial,E,2E3,520,04/04/2016 04:00:00 PM,04/04/2016 04:15:00 PM,39.026768733882946,-77.145544329651145,2D,"(39.026768733882946, -77.145544329651145)",10400
201073409,16016582,04/05/2016 12:52:42 PM,0617,LARCENY FROM BUILDING OVER $200,ROCKVILLE,1   MANNAKEE ST,ROCKVILLE,MD,20850,RCPD,School/College,A,1A3,245,04/05/2016 12:30:00 PM,04/05/2016 12:45:00 PM,39.085625009484325,-77.167608670441084,1D,"(39.085625009484325, -77.167608670441084)",1
201073418,16016591,04/05/2016 12:37:48 PM,2914,SUDDEN DEATH UNDETERMINED,GERMANTOWN,26200  RIDGE RD,DAMASCUS,MD,20872,MCPD,Retail - Hardware,M,5M2,484,04/05/2016 12:37:00 PM,,39.287559567528291,-77.207295634418585,5D,"(39.287559567528291, -77.207295634418585)",26200
201073411,16016573,04/05/2016 11:49:21 AM,0627,LARCENY FROM BUILDING $50-$199,BETHESDA,6700  WISCONSIN AVE,CHEVY CHASE,MD,,MCPD,School/College,D,2D2,014,03/25/2016 11:49:00 AM,04/04/2016 12:00:00 AM,38.977209012227114,-77.09069848997369,2D,"(38.977209012227114, -77.09069848997369)",6700
201073406,16016566,04/05/2016 11:16:31 AM,1014,FORGERY/CNTRFT-ALL OTHER,GERMANTOWN,19700  CRYSTAL ROCK DR,GERMANTOWN,MD,,MCPD,Convenience Store,N,5N1,595,04/05/2016 11:16:00 AM,,39.178877676104861,-77.261763871367421,5D,"(39.178877676104861, -77.261763871367421)",19700
201073413,16016589,04/05/2016 11:11:31 AM,0614,LARCENY FROM AUTO OVER $200,SILVER SPRING,3400  GATESHEAD MANOR WAY,SILVER SPRING,MD,20904,MCPD,Parking Lot - Residential,I,3I2,380,04/04/2016 06:00:00 AM,04/04/2016 08:45:00 AM,39.078791337004439,-76.937670721967294,3D,"(39.078791337004439, -76.937670721967294)",3400
201073412,16016560,04/05/2016 10:36:55 AM,0634,LARCENY FROM AUTO UNDER $50,ROCKVILLE,700  DOUGLASS AVE,ROCKVILLE,MD,20850,RCPD,Residence - Single Family,A,1A3,283,04/04/2016 05:30:00 PM,04/05/2016 11:20:00 AM,39.093630030576044,-77.147434331086032,1D,"(39.093630030576044, -77.147434331086032)",700
201073392,16016558,04/05/2016 10:03:59 AM,1412,VANDALISM-MOTOR VEHICLE,SILVER SPRING,600  CONCERTO LN,SILVER SPRING,MD,,MCPD,Parking Lot - Residential,H,3H2,152,04/04/2016 12:00:00 AM,04/05/2016 10:00:00 AM,39.041318777690734,-76.99867028783288,3D,"(39.041318777690734, -76.99867028783288)",600
201073385,16016545,04/05/2016 08:59:43 AM,2941,LOST PROPERTY,ROCKVILLE,100  EDISON PARK DR,GAITHERSBURG,MD,20878,MCPD,Government Building,B,1B2,725,04/04/2016 11:00:00 AM,04/04/2016 11:20:00 AM,39.111781484977996,-77.235280517911249,1D,"(39.111781484977996, -77.235280517911249)",100
201073388,16016551,04/05/2016 08:50:00 AM,2941,LOST PROPERTY,WHEATON,11100  VEIRS MILL RD,SILVER SPRING,MD,20902,MCPD,Retail - Department/Discount Store,L,4L2,321,01/06/2016 03:00:00 PM,01/06/2016 09:30:00 PM,39.037385878480961,-77.051635982808946,4D,"(39.037385878480961, -77.051635982808946)",11100
201073363,16016535,04/05/2016 06:42:36 AM,0536,BURG FORCE - ATTEMPT - COM/TIME UNK,ROCKVILLE,17700  ELGIN RD,POOLESVILLE,MD,20837,MCPD,Gas Station,B,1B3,494,04/01/2016 07:51:00 PM,04/04/2016 09:33:00 AM,39.14613382224141,-77.416726472160832,1D,"(39.14613382224141, -77.416726472160832)",17700
201073362,16016531,04/05/2016 03:07:49 AM,2213,LIQUOR - UNLAWFUL POSS UNDER 21,GERMANTOWN,20700  WATKINS MILL RD,GERMANTOWN,MD,20876,MCPD,Street - In vehicle,M,5M1,470,04/05/2016 03:07:00 AM,,39.18989543806174,-77.220341269345454,5D,"(39.18989543806174, -77.220341269345454)",20700
201073360,16016530,04/05/2016 03:06:58 AM,2413,DISORDERLY CONDUCT,WHEATON,14100  GEORGIA AVE,SILVER SPRING,MD,20906,MCPD,Convenience Store,K,4K1,534,04/05/2016 03:06:00 AM,,39.086253734692207,-77.079050451248762,4D,"(39.086253734692207, -77.079050451248762)",14100
201073359,16016529,04/05/2016 02:24:19 AM,2913,SUDDEN DEATH NATURAL,SILVER SPRING,900  DALEVIEW DR,SILVER SPRING,MD,20901,MCPD,Residence - Single Family,H,3H1,133,04/05/2016 12:00:00 AM,04/05/2016 02:22:00 AM,39.007298346498111,-76.993453268590841,3D,"(39.007298346498111, -76.993453268590841)",900
201073361,16016528,04/05/2016 01:48:19 AM,0811,ASSAULT & BATTERY - CITIZEN,MONTGOMERY VILLAGE,1   MC CAUSLAND PL,GAITHERSBURG,MD,,GPD,Residence - Apartment/Condo,P,6P3,433,04/05/2016 01:48:00 AM,04/05/2016 02:00:00 AM,39.128289870462325,-77.194338610111984,6D,"(39.128289870462325, -77.194338610111984)",1
201073357,16016524,04/05/2016 12:33:12 AM,1834,CDS-POSS MARIJUANA/HASHISH,SILVER SPRING,900  SLIGO AVE,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G1,093,04/05/2016 12:33:00 AM,04/05/2016 12:33:00 AM,38.990215842046496,-77.024016654658936,3D,"(38.990215842046496, -77.024016654658936)",900
201073353,16016522,04/04/2016 11:57:35 PM,1412,VANDALISM-MOTOR VEHICLE,ROCKVILLE,500  HUNGERFORD DR,ROCKVILLE,MD,20850,RCPD,Parking Lot - Commercial,A,1A3,277,04/04/2016 11:55:00 PM,04/05/2016 12:20:00 AM,39.09000610878153,-77.15217252692733,1D,"(39.09000610878153, -77.15217252692733)",500
201073451,16016515,04/04/2016 11:32:31 PM,2413,DISORDERLY CONDUCT,SILVER SPRING,11300  LOCKWOOD DR,SILVER SPRING,MD,20904,MCPD,Convenience Store,I,3I1,145,04/04/2016 11:20:00 PM,04/04/2016 11:30:00 PM,39.039829973643805,-76.990516528590334,3D,"(39.039829973643805, -76.990516528590334)",11300
201073345,16016513,04/04/2016 11:18:22 PM,2727,LITTERING/TRASH DUMPING,SILVER SPRING,11300  LOCKWOOD DR,SILVER SPRING,MD,20904,MCPD,Retail - Other,I,3I1,145,04/04/2016 11:18:00 PM,,39.039829973643805,-76.990516528590334,3D,"(39.039829973643805, -76.990516528590334)",11300
201073354,16016508,04/04/2016 10:36:23 PM,0318,ROB FIREARM CARJACK,SILVER SPRING,8700  1ST AVE,SILVER SPRING,MD,20910,MCPD,Street - Residential,G,3G1,095,04/04/2016 10:30:00 PM,04/04/2016 10:34:00 PM,38.997426825725633,-77.031830154873418,3D,"(38.997426825725633, -77.031830154873418)",8700
201073351,16016509,04/04/2016 10:35:35 PM,2111,JUVENILE RUNAWAY,WHEATON,3600  EVERTON ST,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,334,04/04/2016 05:30:00 PM,,39.059337469783927,-77.071591957331378,4D,"(39.059337469783927, -77.071591957331378)",3600
